action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9
1969.265991,2584.535645,2328.083008,3058.484619,3171.969971,2935.875977,3643.727295,2879.666504,2118.412354,3795.740723
2203.442871,2226.444336,2840.968262,2687.202148,3234.065430,2596.940430,2852.195068,3757.706055,2279.086426,3598.119141
1895.935913,2705.286865,3125.037598,3742.532471,2685.784180,3778.101807,4022.564209,3366.703613,3684.097900,3924.580811
2025.417725,2931.678955,3060.938721,3417.801514,3431.292236,2446.082764,3392.642822,3372.299561,3493.774658,4229.368164
1748.098389,2812.999023,1787.657959,2797.297119,2682.226074,2823.542725,2537.721191,1396.783813,3915.965576,4088.470947
1758.701660,749.074890,1991.249756,2506.285400,2668.236816,2970.796631,3220.885986,2807.858643,2973.363770,-130.996094
2464.869629,2033.727783,3087.005859,3205.578125,3281.536865,3016.814941,2986.500977,3683.872070,3169.582031,3564.921387
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2252.252686,1949.846558,3147.990234,2980.422607,3740.825684,4313.131348,3675.670654,3972.699463,2352.081055,4206.147461
1909.342529,2720.739502,2258.903809,1961.403564,2800.596436,2719.382568,2686.112793,2612.692383,2381.794434,2699.876465
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
494.192963,2097.424316,2521.573975,2064.250244,2349.027832,3214.355225,2479.477539,964.994324,2534.697510,1867.724243
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2090.455566,3123.920166,3329.996338,3696.056152,3571.985840,3670.653564,4026.809814,4801.448242,4002.108887,3612.687256
2504.542236,3776.661133,2546.651367,3945.234863,3866.007324,3801.179932,3868.459229,1800.002563,5182.733398,5445.772949
1980.065796,1025.406372,2465.226562,2969.613525,3418.175781,3603.455322,3928.042969,3662.580078,3553.995605,-26.631670
2269.075439,2813.623047,3375.987061,3416.062256,3397.670898,3544.330078,2767.523682,2809.254883,3221.994629,2867.926025
2211.630127,3575.162354,2669.408447,2655.002930,3442.895020,3609.561768,4280.331543,3590.780273,4295.780762,4167.687012
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1639.872681,2169.348633,1815.356567,1921.044189,2301.636719,2084.016602,2503.126953,2649.666748,2075.028076,2695.135254
1611.611694,1959.140137,1892.619263,2319.052734,2322.807617,2213.385498,2764.440674,2213.647217,2055.567871,2478.733887
1813.310547,1900.388428,2036.017334,2305.638428,2783.524414,2108.218018,2315.834229,2687.090088,2120.454346,2923.650391
1150.461670,2092.322021,2733.309570,2615.839355,1735.284180,2870.825928,2749.015137,2552.482910,2801.352295,3043.020996
1693.800537,2446.813477,2534.760254,2664.486572,2469.337402,2147.376709,2870.942139,2463.331055,2717.997559,2924.529053
1652.935791,2192.340332,1428.834839,2175.666016,2089.265137,2365.829102,2169.907715,977.607483,2887.670410,3070.518066
1344.092773,535.255188,1482.140625,1930.951294,2120.978516,2342.076660,2276.657959,2460.216064,2354.946045,732.046997
1943.370483,1975.580322,2431.507568,2458.262451,2784.861084,2371.025879,2820.046387,2731.173828,2695.889160,2843.881104
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2575.400391,3461.470947,3102.082031,3162.509521,3499.847412,3541.509766,4243.812988,4260.192871,3553.218018,4412.168457
3058.797852,3597.974365,3698.391846,4032.916260,4440.331543,4074.165527,5319.265137,4238.169922,3798.313477,5245.559082
2356.330811,2676.340576,3302.465332,3133.438965,4098.369629,2518.447510,3656.473877,4034.781738,3265.395264,3572.134766
1906.786255,3316.363770,4295.366699,4462.630371,2835.612793,4675.084961,4421.542969,4760.021484,4658.638672,4630.599609
3398.896240,4257.530762,4725.474121,4845.870605,4718.011230,3765.313232,5290.230469,4309.680176,5303.629395,5232.267090
2839.148926,3871.427002,2640.897705,3923.510742,3548.572021,4293.919922,3607.803711,1719.348755,4728.558594,4973.563477
2663.614990,1061.053223,2697.995850,4300.396973,4323.849121,4964.735352,5074.037598,4618.284668,5048.021973,3062.009521
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2527.495605,3644.820068,3369.442627,2843.023682,2774.217041,3558.992920,4909.300293,3576.814941,4561.422363,4327.305664
1055.656982,826.692444,1232.723389,1314.578247,1672.920776,1068.625244,1851.719360,1655.709961,1618.305542,1426.499268
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1781.433472,1864.517700,1832.487183,2373.540039,2302.827881,2242.563965,2244.645752,2272.358398,1906.001221,2594.029053
1899.008789,2240.677490,2163.664307,2521.496826,3080.875000,2195.310303,2685.496826,2437.408203,2526.935791,3277.057617
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1557.489502,2371.966309,2770.070068,2834.916260,2450.107910,2868.035156,2952.691162,2834.435303,2853.298096,3083.512207
1937.540649,2723.946777,1607.973389,2704.676270,2359.525391,2971.232910,2551.475098,1228.247681,3381.129883,3833.327148
1429.329468,443.167725,1411.106201,2347.165283,2411.634033,2616.978516,2310.006348,2571.883789,2792.559082,2298.986084
2272.195312,1758.487305,2627.777100,2625.975098,3016.161621,2492.786133,2958.728271,3063.581299,2987.157471,3203.399658
1884.440796,2627.900146,2489.778809,2246.217041,2591.737793,2442.327637,3059.394531,2758.189697,3479.713379,3051.903564
1367.147461,1124.765747,1906.721191,1855.526001,2317.411377,2512.872070,2152.115479,2676.671875,1790.182251,2671.977539
1493.832397,2114.206787,1735.291626,1847.469116,2152.776123,2050.781738,2388.206543,2568.953613,2197.285645,2638.103271
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660.054688,1776.227051,2117.687988,2079.242188,1861.737915,1754.756104,2044.459351,2271.997559,2015.511841,2393.327393
1436.678833,2068.464844,2616.520996,2634.962402,1862.635498,2775.627930,2646.036377,2167.301758,2677.346680,2865.953613
1382.380615,2289.697510,2381.887695,2525.046143,2399.642578,2114.278564,2716.615723,2478.801270,2406.491943,2870.493408
1602.043823,2369.916748,1333.333862,2217.833496,1843.477539,2365.973633,2096.599365,1175.683838,2971.254639,3091.252441
1217.497681,442.042938,1251.003296,1983.371826,2079.076416,2222.606201,2241.339844,2218.457031,2311.520752,2167.283203
1823.555664,1456.313110,2412.741455,2334.840088,2549.953857,2483.366943,2268.283691,2443.969238,2550.269043,2547.899902
1513.346802,2177.888916,2113.008545,1887.303467,1985.113403,2115.111084,2513.794678,2302.540039,2816.327393,2324.585449
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3000.183838,3667.395020,3278.848145,3379.005371,3834.073730,4346.420410,4566.307617,4810.607422,4181.775879,4408.836426
4474.382812,4653.073730,4769.967285,5538.565430,5811.162109,6270.488770,5854.718262,5393.998047,4882.812012,6277.615234
4236.750000,3600.824219,5205.162109,4439.151367,3557.455566,3573.910400,4491.617676,6531.399902,4170.229980,4621.758301
3469.935791,4875.758301,6301.041016,6003.861328,3934.323242,6009.852051,5613.428711,5602.522949,6094.752930,5867.811035
4185.023438,4570.816406,5592.779297,5128.556641,4157.313477,4958.812500,5570.694336,4605.350098,4872.806152,5284.314941
2743.217773,3726.625977,2997.670654,3763.526611,3289.853271,3640.449951,3668.115479,2448.855469,4246.107422,4215.344727
3383.438477,582.310913,3382.103271,4553.654785,4758.390625,5080.592285,4833.133789,5256.500488,5111.058594,5327.501465
3865.977783,3482.493164,5706.859375,5127.990723,5496.049805,5528.779297,4827.279785,4960.813477,4953.505859,4853.931152
2736.638184,3594.688232,3338.200439,3303.586670,3247.122070,3305.029785,3968.094238,4321.961914,3684.614502,3408.384521
1724.546143,1064.059814,902.281921,1633.607300,1853.127197,1311.094604,2262.469482,1944.329102,1218.901367,2107.793945
2757.961914,3761.353271,3414.319336,3681.366211,3935.885742,3619.752930,4308.243652,4577.569824,3840.874268,4696.090820
2706.915771,2587.248779,2944.059570,3668.960938,3026.244873,3538.969971,3284.586914,3222.846191,3044.560547,3530.163330
3343.671387,3653.887695,3880.605469,4429.582520,4558.333984,4481.621582,5030.197754,4455.688477,4798.485840,5225.999512
2763.479492,4704.011230,4435.699707,5181.001953,3707.735840,4760.389160,6249.644531,3023.610840,5046.206055,4818.539062
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3676.515381,5205.350098,2472.771240,4095.051270,3527.252686,4903.100098,4240.971680,2475.755127,6245.719238,6594.434082
3131.705322,1081.176880,3048.779785,3790.363525,4030.352783,4362.713379,4147.457520,4559.080566,4438.517578,4504.486816
4139.683594,2984.980469,4256.662598,4515.644531,5617.758789,4079.065430,5382.565918,5045.945801,4162.354980,5269.528320
2879.732422,4323.893555,4223.485840,3928.131592,4302.530762,3486.227783,5182.287109,4123.336426,5465.583008,4837.668945
2139.810059,2009.578125,3127.792480,3334.628418,3710.262451,3780.356201,4291.381348,4312.880859,3149.485840,3439.292725
2572.920166,3256.359375,3539.989502,2694.302002,3534.660889,3355.743652,3796.482666,3753.695557,3838.009277,4142.353516
3323.013916,3789.050049,3536.072754,4307.873535,4241.788574,4486.094727,5050.221680,4128.252930,3808.112305,4927.688965
2084.037598,2487.213379,3462.147949,2940.513672,2828.878906,2863.463867,3918.541748,2836.583984,3200.584717,2613.534668
3018.239258,3347.574463,3074.328613,4531.533691,3170.244629,4968.397949,3539.263428,3700.937256,4947.615234,4609.965332
3141.965332,3397.797607,3915.663330,4275.074219,3572.817139,3683.114746,4594.430664,3787.451172,4372.906738,4535.175293
3215.544189,4428.913574,2608.432617,4207.652832,3714.290771,4332.959473,3595.811768,2619.360596,5061.665527,5351.944824
2392.285645,900.892456,2579.699951,3613.267090,3612.915771,4132.998047,3905.959229,3585.981934,4090.477051,3826.637939
2669.530273,3065.227539,3235.317871,3888.148926,4059.962402,3968.815674,3614.618896,3312.374268,3641.370117,3729.372559
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790.309448,1709.107910,2780.583008,2670.821533,3071.322021,2939.775879,3118.641113,3696.788330,2430.377441,3434.628906
1699.004395,2360.470215,2199.423340,2012.390625,2560.390137,2669.571289,2708.651367,2585.521729,2868.072510,2615.148193
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2417.056885,2600.034912,2149.065186,3523.634521,2294.489258,3762.737793,2447.600586,3484.859863,3963.739014,3824.846191
2545.716553,3274.344727,3682.178467,3763.069092,3541.250732,3188.143311,3826.531982,3594.856934,3709.890137,3936.929443
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2117.499512,606.798828,2126.158936,2985.268311,2902.476562,3139.856689,2879.397949,3247.654297,3368.238770,2917.047119
2722.454834,2942.227539,3099.202637,3482.504150,3477.897217,3432.407959,3932.352539,3774.793945,3415.505615,3534.241943
2254.859863,3376.879395,2973.313232,2495.699707,2456.251953,3009.685303,3899.573730,3485.867188,3767.074707,3484.438232
1530.211792,1932.752319,3479.715332,3191.171387,3805.229736,4254.496094,4105.290527,4795.534668,2706.597900,3496.305664
2326.196777,3333.202637,3171.585938,2746.803223,3489.150391,2916.832764,3463.057861,3843.566650,3491.881836,3755.090088
3182.685059,3195.336914,3442.618408,3847.707520,3935.113770,3709.601318,3235.749756,3931.080078,2648.212891,4203.633789
2328.450928,2991.709229,2921.782227,3046.501465,2947.144531,3207.820801,3060.174805,2220.836426,2183.620361,3236.641846
1913.181885,2488.583252,1858.577026,3171.065674,2060.787354,3381.389404,2342.091553,2980.781250,3382.489990,3568.446777
2284.413086,3250.112305,3036.848877,3411.393311,3067.244385,2666.573486,3621.085449,3021.423340,3532.810547,3933.577881
2296.981689,3189.741699,2402.776855,3459.504395,3063.170410,3455.089600,3128.288818,2185.665283,3782.000488,4009.867676
2214.774414,837.592163,2246.518311,3133.397705,3005.504883,3333.533936,3132.085693,2963.013428,3672.011230,2890.285156
2204.758789,3194.055176,3051.473877,3500.800781,3459.202637,3696.766846,2830.930420,2722.381836,4016.464600,3299.102783
2470.621338,3250.899170,3073.711426,2303.974121,2338.733154,2676.408691,3142.541260,3565.505371,3634.196777,2794.336914
2788.776855,2537.383545,3154.071533,2850.791504,3708.745361,3849.433838,3283.785889,4330.196289,2149.593262,4963.685547
2791.252930,4524.766113,3699.814453,4102.704102,4025.009521,3887.724365,4399.220703,4948.185059,4355.669922,5006.345215
4073.448975,3417.299316,4179.102051,4454.992676,4409.839844,4346.155762,3233.276611,4097.100586,3165.317871,4332.776367
3428.431152,4448.734863,3811.718506,4687.892578,4875.822754,4772.805176,4754.965332,3621.272461,4694.354980,5100.302246
2814.526611,3759.162598,2698.697754,4470.219238,3291.282227,4354.312500,4236.290527,3115.036621,4308.209961,4338.799316
2130.837891,5897.791016,4818.001953,5655.142578,5650.251953,4299.394531,6364.708008,4626.417969,5412.520996,6915.113281
3741.909424,5255.461914,2975.267822,4860.437012,3559.788330,5371.303711,4637.326660,2590.050049,6395.626465,6760.642578
3372.803223,1522.959595,3387.175293,4498.528320,4311.084961,4745.952637,4560.671387,4420.528809,4884.954590,4247.998535
4852.192383,3935.015625,4331.714844,5378.087402,5592.358887,4490.326660,5224.312012,5388.692383,5488.599609,5368.734863
3105.022949,4546.976074,4582.259277,3806.720459,3285.679932,3444.362549,4837.886719,4480.573730,5352.238770,4519.734863
3308.729736,2732.293945,3276.566406,3286.742432,4587.217773,5566.721680,4093.431885,5526.875977,2445.651123,5288.461914
3840.834961,5929.910645,5111.142090,5036.120605,5036.062988,5562.181152,5724.227051,6455.462402,6289.153809,6701.250977
3921.616211,2822.965332,4187.568848,3888.787109,3797.997559,4049.352783,1523.487793,3659.173584,2620.273193,4021.026367
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3473.761719,3623.038330,3282.592041,4723.260254,3923.703857,5062.489258,3904.083740,3622.814453,5065.544434,5144.667969
3622.638428,7498.895020,5837.094238,7335.952637,7586.797852,1833.471680,8230.744141,5250.848633,6952.266113,8885.496094
3099.320557,4802.016602,3213.786133,4435.911133,3711.630127,4848.637207,4254.101562,2599.036621,4955.531738,5778.901367
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5302.156738,3197.797852,3861.477295,4616.646484,4873.502441,3034.739502,5622.203613,4999.257812,5036.524414,4863.727051
2908.750977,4328.505859,4325.300781,3697.317383,2346.741455,2856.811279,4254.881836,3371.104004,4876.458496,4468.627441
2019.701538,1814.831421,2612.075195,2649.035156,3604.658203,2909.702148,4022.911621,3674.017578,2839.166016,2446.335449
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3241.044434,3449.927734,3404.506104,3882.660400,3582.354004,4010.228027,3791.484375,3948.459473,3305.135498,4577.848633
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2544.755371,3884.445312,2877.448486,3896.493896,3139.394043,4178.578613,3067.861328,2863.427246,4253.013184,4302.275879
2705.205078,2831.568359,3605.754883,3315.053223,2122.643311,3711.522217,2747.106445,2899.694824,2784.063232,2907.361572
2904.554199,4568.224609,2816.919189,4354.788086,3153.193604,4494.111328,3642.880859,2406.664062,4650.823730,5115.069824
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2936.903564,3244.610107,3842.348145,4287.360352,4061.568115,5024.399902,2673.509766,3086.048584,4003.328857,4215.928223
2724.959229,4191.978516,3748.717041,2901.861816,3357.839355,3704.054199,4526.676758,3072.986816,4553.660645,4052.807129
2531.125732,2203.600586,3424.346924,3061.071533,4140.431152,3578.078369,4120.807129,4419.775879,3592.015869,3762.760010
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2800.460449,3974.194336,2876.257568,4185.607910,2920.319092,4635.089355,3080.782471,4199.570801,5090.209961,4571.873047
2992.610596,3043.676025,4012.938232,3388.365234,2245.234375,4157.151367,2793.514893,3452.294189,2999.734131,2941.651611
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3410.907227,759.383972,2984.682129,3918.001709,3591.568359,3981.708984,2870.007324,4512.950684,3687.863281,3612.147461
2849.598145,3905.963379,4192.675781,4259.343262,3951.661621,4833.077637,2878.400879,3254.611572,4421.734863,4114.136719
2805.233398,3778.225830,3448.913574,2440.252930,3186.015137,3673.960449,4031.359619,3841.153564,4128.213379,3647.325684
2919.613281,2986.489258,3781.156982,3751.858398,5174.790039,5931.985840,5529.834473,6200.767578,3601.830566,5391.282227
3519.895020,4634.840820,4763.154785,3936.770020,5013.431152,3931.567871,4606.633789,5033.001953,5394.605469,5743.680664
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2705.714355,4313.399414,5060.779785,4582.132324,4682.658691,4719.816406,4618.638672,2718.069336,4411.806641,3872.583740
2812.571777,4672.739746,3411.231689,4744.500977,3189.041748,5130.968262,3794.211426,4031.681641,5367.238281,5056.085449
1851.545898,4605.217773,3789.325195,4522.286133,3617.654541,3866.798584,4781.276855,3763.051025,4803.147461,4978.030762
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4429.070312,2373.224365,4378.074219,5125.826660,4656.550293,5157.961914,5155.569824,5519.526855,5422.914062,5132.773438
3557.942871,4392.640625,4992.673828,5199.597168,4600.555176,5078.641113,3321.365479,3775.045166,5139.403320,4564.121582
3588.630127,4487.751465,4494.231445,2841.302246,4012.534912,3660.456787,4225.102051,4380.800781,5110.798828,3438.411621
3138.757812,2873.093994,3258.715088,3047.713135,4230.814941,3992.572510,3687.070801,4536.961914,3352.308838,5033.053711
2761.986816,3935.844971,3809.838379,3469.397217,3898.546631,3922.231689,4378.331055,4203.425781,5044.523438,4218.993652
4884.541992,3574.885498,4189.964355,4572.343262,4608.335938,5032.444824,2592.987793,4516.110840,4240.604980,4907.040527
3735.312012,4814.226074,4405.515137,4717.698242,5132.835938,4305.280762,5386.051758,3656.356445,4713.298828,4488.855469
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3072.535156,1599.549194,3249.418945,4401.885254,3383.197510,4287.857910,3177.424316,3509.512695,4413.461426,4112.875977
4113.761230,3341.180420,3679.458984,4118.097656,3732.949463,3038.137207,3575.700195,3621.459473,5036.464355,4102.548340
3410.516602,3955.093750,4135.395020,3846.031738,1983.681641,2400.580078,2975.629883,3566.466553,3687.638428,3156.570557
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4218.600586,4419.972168,4170.460449,4949.678223,4339.638184,4675.958984,4196.048828,4726.143066,4049.922363,5292.527344
3845.247559,4266.372559,5207.827637,4371.644531,4479.957031,3856.544922,5986.359375,4305.773926,4685.321777,3842.697510
4117.257812,6440.750488,4732.549805,5522.025391,5321.332520,5927.178711,5535.677734,3533.039551,6037.767578,6006.689453
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4606.442383,7150.065430,3564.741455,6325.742676,4476.213867,6699.154785,5147.652344,2852.479248,7631.976074,7794.973633
5130.814453,3190.932373,5491.991699,6790.517578,5371.621582,6531.927734,6594.952148,5830.921387,6907.888184,6212.252930
5553.644043,5456.466797,6113.124023,6463.736816,6514.510742,6918.580566,4959.165039,5519.746582,6867.584473,6958.203613
4497.476074,6931.518066,6883.187500,6036.771484,5072.799316,6015.573730,7657.623535,5045.730957,7429.678711,7351.869629
4152.966309,3727.296143,4259.210938,4417.324219,5893.700684,5481.022461,6119.112305,6151.139648,5885.637695,5383.951172
4431.536133,5875.765625,6329.578125,5195.066895,5673.881836,5528.750000,5927.336426,6302.541992,7010.059082,6984.361816
4699.984863,4817.539062,4267.406738,5433.840332,5290.494141,5532.406250,5670.061523,4748.302246,5169.620117,6105.072266
1635.983521,4192.333496,4452.238281,3420.983398,4229.950684,4606.959961,5471.533691,1262.954956,5378.451172,2345.302246
4118.915039,6856.252441,5403.043457,6007.482422,6121.166016,6267.795410,6193.528809,3243.883545,6537.328613,6214.501465
2962.574463,4243.707520,3630.442871,4941.423340,3907.499023,2992.254395,4991.863281,2759.388916,4562.415039,5292.411621
4339.318848,6467.556641,3375.012207,5836.106445,4597.498047,5984.101562,4783.448242,3000.295166,6837.713867,6839.653320
4290.651855,2421.355713,4633.192383,6255.134766,4504.203125,5843.596191,5090.464844,4728.815430,5889.429688,5511.065430
4813.124023,3625.798096,4893.003418,5159.945312,5128.821289,5774.432129,3829.114014,4132.289062,5830.271484,5529.658203
4537.502441,6454.453613,6724.508301,6450.292969,5402.531738,5190.475098,6360.339355,4377.016602,6625.530273,6380.478516
2593.262695,2616.286377,3912.413330,4277.470703,5000.685547,4809.033691,5733.310059,4597.013184,6372.291016,3431.810547
3280.052979,3536.333496,4391.932617,2695.217041,4204.345703,4979.145996,4440.475098,3746.472168,5049.824219,4471.054688
4102.781250,3633.584961,3225.495850,4638.972656,4475.270508,4387.999023,2774.514893,4177.217285,4744.518066,4510.989746
2733.185059,3785.293701,3853.519775,3232.939697,3067.931396,2874.656738,2843.275879,2531.927979,1623.484009,2885.836182
3841.623535,6317.580566,4444.819336,5983.088379,4918.983887,6190.730469,6112.719727,5347.721191,7230.813965,6438.248535
6121.497559,3894.500732,4729.217773,4742.462402,2639.172363,3740.214844,3871.610596,3839.686523,4268.806152,4591.778320
2617.091797,3620.563477,3703.454102,3499.938477,4097.796387,3367.444092,3626.940674,3490.326172,2553.709229,3427.623047
3285.893799,423.303192,3630.747070,4012.327148,2882.542480,4016.329834,2631.985840,3794.904053,4230.291992,3583.233398
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3487.015869,4454.212402,3520.468018,2453.564453,3431.135254,4299.400391,4799.790527,4264.135254,3843.142822,3645.715088
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3247.953613,4030.081055,4255.766113,3757.490479,3889.151611,3034.504150,3844.947998,3912.119873,4279.266602,4228.707031
3726.027100,4156.198242,3715.431396,5076.339355,3982.357666,3647.785889,4438.887695,4080.710449,3997.640137,4325.416504
3142.461670,4022.943359,2838.706055,3834.915283,3745.541260,3084.504883,3974.176025,2609.088379,2476.621094,3431.765137
3029.108887,4935.425781,4289.848633,4687.591797,4133.403809,4951.559082,3753.671143,2914.456055,5246.995605,5009.673340
3974.435791,4982.076660,5713.108398,5218.886719,4307.810547,4751.634766,4002.242676,4624.875977,4403.514160,4608.638672
3821.440430,5887.342773,2862.167969,5016.914062,3323.624268,5154.127441,4364.638672,2406.895752,5426.914062,6187.391113
4040.287109,1833.773682,4080.853027,4439.780762,3654.450684,4630.273926,3734.666260,4362.390625,4895.339844,4969.617188
4083.993164,4129.045898,4761.089355,4630.916016,4578.838867,5464.751953,3980.408203,4137.696289,4856.479980,5030.416016
3769.460693,5678.615723,5031.186035,4092.035400,4939.128418,4706.820801,5730.116211,3887.411621,5714.305664,5888.971680
2631.435303,2302.488525,2735.747559,3251.146240,3861.926514,3747.805908,3836.029541,3637.261963,3735.603271,3772.182617
2742.995605,3247.014404,3310.573486,2466.572021,3265.372559,3009.938232,3322.055664,3061.070068,3684.122070,3162.802490
4490.520020,3464.328613,3601.192383,4235.090332,4515.010254,3914.508057,3110.941650,4536.960449,4303.375000,4911.061035
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2856.854004,3493.041016,2894.755859,3820.895996,2926.259766,4368.438965,3278.786133,4429.264160,5007.729492,4391.902344
2687.405029,3282.571045,2792.926270,3458.573730,2443.303711,2808.384277,3438.815186,2640.367676,3652.964111,3561.919922
2213.307129,3414.093506,2621.686768,2649.103027,2966.298096,2889.276123,2806.965332,2428.702393,2562.083740,3169.457031
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2886.566406,3022.141846,3139.478516,3021.250244,2862.206787,3299.647949,2825.715332,2405.909668,4300.735840,3269.755615
3410.833984,3127.764648,2718.635742,1490.565796,1865.511108,1767.362305,1767.721436,3429.729736,2524.567627,1128.590942
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3765.110596,4682.149902,4649.055176,3680.545410,4627.293945,4221.598145,4534.880371,4489.557617,4939.221191,4620.544922
5145.621582,4500.274414,4181.053711,5243.758789,5209.707031,4845.083984,3686.493408,6193.737305,5443.426758,6435.228516
2213.625977,5733.876465,3359.898682,4855.194336,5784.661133,5774.827148,3424.260742,1590.554810,4004.041260,5187.391602
2853.207275,4542.098145,3775.763916,4394.719727,3501.792236,4916.075684,4197.815430,4162.500977,5674.034668,4980.700684
3503.552490,3399.502930,3734.671631,3891.710693,1704.506836,4519.202637,2754.001221,2994.779297,3389.262939,3536.438232
2445.248291,3525.541260,2838.073975,2471.065674,3014.534912,2809.131348,3172.354492,2670.788574,2108.202637,3188.531494
4485.051758,661.073914,4231.171875,4560.380859,3926.142090,4545.845703,2835.897217,5161.375488,5004.938477,4606.023926
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5060.880371,4876.303223,4367.988281,2235.010254,3970.545410,3345.297363,3348.377930,5352.074707,4333.867188,2044.808105
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3438.626709,4523.014160,4318.308594,3649.637207,4416.167969,4628.653809,4507.105469,4589.696289,5029.683105,4897.193848
5589.813477,4724.314453,4159.560059,5435.935059,6113.536621,5509.010254,4982.229004,5679.127930,4914.663086,6489.959473
2377.168213,4590.374512,4191.473633,4479.473145,4585.149902,4473.542969,3115.765381,2511.379150,3287.909424,4030.458496
3413.551758,4584.068848,4107.818848,4501.624023,4109.313477,5044.395508,4414.539062,3582.174072,5404.342773,4921.112305
3193.696289,3373.984863,3028.635498,3592.874268,2668.782715,1993.495972,3752.800293,2626.606689,3200.584229,3417.183838
2721.553955,3844.882812,3399.854736,3504.135986,3444.978760,3483.464111,3731.267334,2919.889648,2687.532227,3635.097656
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2799.164062,4137.349609,4514.328613,3774.923096,3826.393555,4601.901367,3716.496338,2710.067871,5384.774414,4342.646973
3716.616699,4904.216309,4285.099609,3420.901123,3303.804688,3902.825439,4236.538574,4437.440430,5068.788086,3824.896973
1760.151489,2144.073975,2040.060181,3697.263428,3656.054688,2172.533447,4640.822266,2484.544922,3649.304443,1625.920166
